Places,Places without underlines and Fl Oc,Formatted address,Latitude,Longitude,Postal code,City,Country,Region,Department,Department number
Issoudun (Indre),,"36100 Issoudun, France",46.947535,1.988654,36100,Issoudun,France,Centre-Val de Loire,Indre,Indre
S. André de Sezelhe-Montalegre (Tras-os-Montes),,"Santo André, 5470, Portugal",41.8642411,-7.6668902,5470,,Portugal,Vila Real District,,
Pontacq (H-Pyrénées),,"64530 Pontacq, France",43.183708,-0.108925,64530,Pontacq,France,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Pyrénées-Atlantiques
St. Nazaire (Loire-A),,"44600 Saint-Nazaire, France",47.2734979,-2.213848,44600,Saint-Nazaire,France,Pays de la Loire,Loire-Atlantique,Loire-Atlantique
Royat (Puy de-D),,"Puy de Gravenoire, 63130 Royat, France",45.751673,3.049371,63130,Royat,France,Auvergne-Rhône-Alpes,Puy-de-Dome,Puy-de-Dome
Fournens (Lozère),,"48310 Fournels, France",44.817102,3.121333,48310,Fournels,France,Occitanie,Lozère,Lozère
Limogne (Lot),,"46260 Limogne-en-Quercy, France",44.400708,1.763529,46260,Limogne-en-Quercy,France,Occitanie,Lot,Lot
Roulers (Fl Oc),,"8800 Roeselare, Belgium",50.9499087,3.1294471,8800,Roeselare,Belgium,Flanders,West Flanders,WV
Costa Lambro (Milano),,"Via Michelangelo Buonarroti, 3, 20841 Costa Lambro MB, Italy",45.685439,9.246796,20841,Costa Lambro,Italy,Lombardia,Provincia di Monza e della Brianza,MB
Ardoye (Fl Oc),,"Ardooie, Belgium",50.9767648,3.1991212,,Ardooie,Belgium,Flanders,West Flanders,WV
Modra (Bratislava-vidíek),,"Modra, Slovakia",48.3344706,17.3072873,,Modra,Slovakia,Bratislava Region,Pezinok District,Pezinok District
Stranice (Slovenija),,"3206 Stranice, Slovenia",46.363569,15.3656233,3206,Stranice,Slovenia,Slovenske Konjice,,
"Cacouna, Qué.",,"Cacouna, QC, Canada",47.9164257,-69.5010398,,Cacouna,Canada,Quebec,Rivière-du-Loup Regional County Municipality,Rivière-du-Loup Regional County Municipality
"Giebultów, Wrocł.",,"32-085 Giebułtów, Poland",50.1417309,19.8840399,32-085,Giebułtów,Poland,Lesser Poland Voivodeship,krakowski,krakowski
Alberguería de Argañán (Salamanca),,"37555 La Alberguería de Argañán, Salamanca, Spain",40.4131345,-6.8143339,37555,La Alberguería de Argañán,Spain,Castile and León,Salamanca,SA
"Yonkers, N.Y.",,"Yonkers, NY, USA",40.9312099,-73.8987469,,Yonkers,United States,New York,Westchester County,Westchester County
Born (Limburg),,"6121 Born, Netherlands",51.0340446,5.810984,6121,Born,Netherlands,Limburg,Sittard-Geleen,Sittard-Geleen
Sv.Peter.v.Medvedovo selo (Slovenija),,"6333 Sveti Peter, Slovenia",45.466589,13.684428,6333,Sveti Peter,Slovenia,Piran,,
Vaskút (Bács-Kiskun),,"Vaskút, 6521 Hungary",46.1080968,18.9861524,6521,Vaskút,Hungary,,,
Dieuze (Moselle),,"57260 Dieuze, France",48.810313,6.71757,57260,Dieuze,France,Grand Est,Moselle,Moselle
Biassono (Milano),,"20853 Biassono, Province of Monza and Brianza, Italy",45.634039,9.2768608,20853,,Italy,Lombardy,Province of Monza and Brianza,MB
Müllendorf (Luxenburg),,"Mullendorf, Luxembourg",49.68037,6.128,,Mullendorf,Luxembourg,Luxembourg District,Luxembourg,Luxembourg
Weiler (Bayern),,"Weiler-Simmerberg, Germany",47.58252,9.9145325,,Weiler-Simmerberg,Germany,Bavaria,Swabia,Swabia
Probleta de Bellvehí (Lérida),,"25513 La Pobleta de Bellveí, Lleida, Spain",42.3440173,0.9602651,25513,La Pobleta de Bellveí,Spain,Catalunya,Lleida,Lleida
Castil de Vela (Palencia),,"34304 Castil de Vela, Palencia, Spain",41.9842966,-4.9591166,34304,Castil de Vela,Spain,Castile and León,Palencia,Palencia
Lessigny (Oise),,"60310 Lassigny, France",49.587592,2.841003,60310,Lassigny,France,Hauts-de-France,Oise,Oise
Maria Rojach (Kärnten),,"9422 Maria Rojach, Austria",46.73598,14.88359,9422,Maria Rojach,Austria,Carinthia,Wolfsberg District,Wolfsberg District
Putte (Antwerpen),,"2580 Putte, Belgium",51.05476,4.62867,2580,Putte,Belgium,Flanders,Antwerp,AN
Casagiove (Caserta),,"81022 Casagiove, Province of Caserta, Italy",41.0851633,14.3108319,81022,Casagiove,Italy,Campania,Province of Caserta,CE
Zeil a. Main (Bayern),,"97475 Zeil am Main, Germany",50.011546,10.5922117,97475,Zeil am Main,Germany,Bavaria,Lower Franconia,Lower Franconia
Querétaro,,"Santiago de Querétaro, Qro., Mexico",20.5887932,-100.3898881,,Santiago de Querétaro,Mexico,Querétaro,,
Mülheim am Rhein (Rheinland),,"Mülheim, Cologne, Cologne, Germany",50.9617698,7.0040223,,Cologne,Germany,North Rhine-Westphalia,Cologne,K
Trani (Bari),,"Via Giovanni Amendola, 172/R, 70126 Bari BA, Italy",41.100996,16.8889805,70126,Bari,Italy,Puglia,Città Metropolitana di Bari,BA
Osijek (Slovenija),,"Osijek, Croatia",45.5549624,18.6955144,,Osijek,Croatia,Osijek-Baranja County,Osijek Oblast,Osijek Oblast
Mensempuy (Gers),,"32120 Mansempuy, France",43.739761,0.811787,32120,Mansempuy,France,Occitanie,Gers,Gers
Ciche ,,"Ciche, Poland",49.3796809,19.8467386,34,Ciche,Poland,Lesser Poland Voivodeship,Nowy Targ County,Nowy Targ County
Tsangkaleu (Kiangsu),,"Jiangsu, China",33.1401715,119.7889248,,,China,Jiangsu,,
Cantalapiedra (Salamanca),,"37400 Cantalapiedra, Salamanca, Spain",41.1255808,-5.1836178,37400,Cantalapiedra,Spain,Castile and León,Salamanca,SA
Otero de las Dueñas (León),,"24123 Otero de las Dueñas, León, Spain",42.7865964,-5.7691566,24123,Otero de las Dueñas,Spain,Castilla y León,León,León
Nieuwer Amstel (N-Holland),,"Amstelveen, Netherlands",52.2942064,4.8419936,,Amstelveen,Netherlands,North Holland,Amstelveen,Amstelveen
Alahejos (Valladolid),,"47510 Alaejos, Valladolid, Spain",41.3069922,-5.2175331,47510,Alaejos,Spain,Castile and León,Valladolid,VA
Simplé (Mayenne),,"Simplé, France",47.888205,-0.852145,,Simplé,France,Pays de la Loire,Mayenne,Mayenne
Wormeldange (Luxembourg),,"Wormeldange, Luxembourg",49.6119092,6.3983215,,Wormeldange,Luxembourg,Grevenmacher,Grevenmacher,Grevenmacher
Chatillon (Torino),,"angolo Via Palestrina, Via Chatillon, 10155 Torino TO, Italy",45.0940506,7.6894465,10155,Torino,Italy,Piemonte,Città Metropolitana di Torino,TO
Rimini,,"Rimini, Province of Rimini, Italy",44.0678288,12.5695158,,Rimini,Italy,Emilia-Romagna,Province of Rimini,RN
"Harpers Ferry, Iowa",,"Harpers Ferry, IA 52146, USA",43.2005358,-91.1531852,52146,Harpers Ferry,United States,Iowa,Allamakee County,Allamakee County
"Chicago, Ill.",,"Chicago, IL, USA",41.8781136,-87.6297982,,Chicago,United States,Illinois,Cook County,Cook County
Gröbming (Steiermark),,"8962 Gröbming, Austria",47.4444782,13.9018725,8962,Gröbming,Austria,Styria,Liezen District,Liezen District
Vellern (Westfalen),,"Vellern, 59269 Beckum, Germany",51.7862992,8.0721395,59269,Beckum,Germany,North Rhine-Westphalia,Münster,MS
Bierné (Mayenne),,"Bierné, 53290 Bierné-les-Villages, France",47.810107,-0.5425179,53290,Bierné-les-Villages,France,Pays de la Loire,Mayenne,Mayenne
Qualso (Udine),,"33010 Qualso, Province of Udine, Italy",46.1753536,13.241368,33010,Qualso,Italy,Friuli-Venezia Giulia,Province of Udine,UD
"Donaldsonville, La.",,"Donaldsonville, LA 70346, USA",30.1010323,-90.9928773,70346,Donaldsonville,United States,Louisiana,Ascension Parish,Ascension Parish
"Honeoye, N.Y.",,"Honeoye, NY 14471, USA",42.7900604,-77.5166873,14471,Honeoye,United States,New York,Ontario County,Ontario County
Wegberg (Rheinland),,"Venloer Str. 23, 41844 Wegberg, Germany",51.142635,6.2727155,41844,Wegberg,Germany,Nordrhein-Westfalen,Köln,K
Dornbirn (Österreich),,"6850 Dornbirn, Austria",47.4124,9.74379,6850,Dornbirn,Austria,Vorarlberg,Dornbirn District,Dornbirn District
St-Jeoire-Prieuré (Savoie),,"73190 Saint-Jeoire-Prieuré, France",45.529448,5.992148,73190,Saint-Jeoire-Prieuré,France,Auvergne-Rhône-Alpes,Savoie,Savoie
Traù (Dalmacija),,"Trogir, Croatia",43.516387,16.2501894,,Trogir,Croatia,Split-Dalmatia County,Općina Trogir,Općina Trogir
"Tarnów, Krak.",,"Przemysłowa 27, 33-100 Tarnów, Poland",49.9989954,20.9698449,33-100,Tarnów,Poland,małopolskie,Tarnów,Tarnów
"Cohoes, N.Y.",,"Cohoes, NY, USA",42.7742446,-73.7001187,,Cohoes,United States,New York,Albany County,Albany County
Garganta del Villar (Ávila),,"05134 Garganta del Villar, Ávila, Spain",40.4502008,-5.1038013,5134,Garganta del Villar,Spain,Castile and León,Ávila,Ávila
"Montgomery, Ala.",,"Montgomery, AL, USA",32.3792233,-86.3077368,,Montgomery,United States,Alabama,Montgomery County,Montgomery County
Samadet (Landes),,"40320 Samadet, France",43.639839,-0.487407,40320,Samadet,France,Nouvelle-Aquitaine,Landes,Landes
Bétiers (Ille-et-V),,"Ille-et-Vilaine, France",48.2292016,-1.5300695,,,France,Brittany,Ille-et-Vilaine,Ille-et-Vilaine
St-Paul (La Réunion),,"Saint-Paul, Réunion",-21.0452623,55.3364703,,,Réunion,Saint-Paul,,
Rolleghem (Fl Oc),,"Rollegem, 8510 Kortrijk, Belgium",50.7659873,3.2634359,8510,Kortrijk,Belgium,Flanders,West Flanders,WV
Banagher (Offaly),,"Curraghavarna, Banagher, Co. Offaly, Ireland",53.1901112,-7.9861049,,Banagher,Ireland,County Offaly,,
"Jasienna, Krak.",,"33-322 Jasienna, Poland",49.7202084,20.8195306,33-322,Jasienna,Poland,Lesser Poland Voivodeship,nowosądecki,nowosądecki
Sauze (Drôme),,"26740 Sauzet, France",44.6030073,4.8189192,26740,Sauzet,France,Auvergne-Rhône-Alpes,Drôme,Drôme
Naaldwijk (Z-Holland),,"Naaldwijk, Netherlands",51.9923734,4.2080344,,Naaldwijk,Netherlands,South Holland,Westland,Westland
"Salto (Minas, Uruguay)",,"Minas, Lavalleja Department, Uruguay",-34.3643905,-55.2590707,,Minas,Uruguay,Lavalleja Department,,
Aghnamullen (Monaghan),,"Aghnamullen, Co. Monaghan, Ireland",54.0950529,-6.9595452,,Aghnamullen,Ireland,County Monaghan,,
Camigliano (Caserta),,"81050 Camigliano, Province of Caserta, Italy",41.1806181,14.2192475,81050,,Italy,Campania,Province of Caserta,CE
Fontaine-l'Evêque (Hainaut),,"Fontaine-l'Eveque, Belgium",50.4166,4.32519,,Fontaine-l'Eveque,Belgium,Wallonia,Hainaut,HT
Kausen (Rheinland),,"57520 Kausen, Germany",50.7404503,7.8658007,57520,Kausen,Germany,Rhineland-Palatinate,,
Hezwood (Lancashire),,"Heywood, UK",53.592628,-2.22565,,Heywood,United Kingdom,England,Greater Manchester,Greater Manchester
L'Hermitage-Lorgere (Côtes-du-N),,"L'Hermitage-Lorge, 22150 Plœuc-L'Hermitage, France",48.3327699,-2.828803,22150,Plœuc-L'Hermitage,France,Brittany,Côtes-d'Armor,Côtes-d'Armor
Mayo,,"Mayo, Co. Mayo, Ireland",54.0152604,-9.4289369,,,Ireland,County Mayo,Mayo,Mayo
Gema (Zamora),,"49151 Gema, Zamora, Zamora, Spain",41.4184501,-5.6490814,49151,"Gema, Zamora",Spain,Castile and León,Zamora,Zamora
St-Germain-l'Espinasse (Loire),,"42640 Saint-Germain-Lespinasse, France",46.104173,3.963961,42640,Saint-Germain-Lespinasse,France,Auvergne-Rhône-Alpes,Loire,Loire
Comines (Nord),,"59560 Comines, France",50.7650099,3.006234,59560,Comines,France,Hauts-de-France,Nord,Nord
Lamprade (Corrèze),,"Correze, France",45.4320081,2.0195909,,,France,Nouvelle-Aquitaine,Correze,Correze
Raye (Pas-de-C),,"Pas-de-Calais, France",50.5732769,2.3244679,,,France,Hauts-de-France,Pas-de-Calais,Pas-de-Calais
Baltersvyl-Bichelsee (Thurgau),,"Bichelsee-Balterswil, Switzerland",47.449971,8.9299885,,Bichelsee-Balterswil,Switzerland,Thurgau,Münchwilen District,Münchwilen District
Bruñola (Gerona),,"17441 Brunyola, Girona, Spain",41.9045225,2.6841937,17441,Brunyola,Spain,Catalonia,Girona,Girona
Gey (Rheinland),,"Gey, 52393 Hürtgenwald, Germany",50.7487061,6.4167623,52393,Hürtgenwald,Germany,Nordrhein-Westfalen,Köln,K
Glenvar (Donegal),,"Carrowreagh, Glenvar, Co. Donegal, Ireland",55.1570346,-7.5987989,,Glenvar,Ireland,County Donegal,,
Magdeburg (Sachsen),,"Magdeburg, Germany",52.1205333,11.6276237,,Magdeburg,Germany,Saxony-Anhalt,,
Brumath (B-Rhin),,"67170 Brumath, France",48.730702,7.708784,67170,Brumath,France,Grand Est,Bas-Rhin,Bas-Rhin
Tartas (Landes),,"40400 Tartas, France",43.832059,-0.809343,40400,Tartas,France,Nouvelle-Aquitaine,Landes,Landes
"St-Remi, Qué.",,"Saint-Rémi, QC J0L, Canada",45.2614988,-73.6158635,J0L,Saint-Rémi,Canada,Quebec,Les Jardins-de-Napierville Regional County Municipality,Les Jardins-de-Napierville Regional County Municipality
Polanka,,"Polanka, Poland",51.1536637,16.3484441,59,Polanka,Poland,Lower Silesian Voivodeship,Legnica,Legnica
Saló (Barcelona),,"08269 Salo, Barcelona, Spain",41.8447835,1.6433677,8269,Salo,Spain,Catalunya,Barcelona,Barcelona
Lalouvesc (Ardèche),,"07520 Lalouvesc, France",45.118592,4.535528,7520,Lalouvesc,France,Auvergne-Rhône-Alpes,Ardèche,Ardèche
Schlawa (Schlesien),,"Sława, Poland",51.8759458,16.0718133,67,Sława,Poland,Lubusz Voivodeship,Wschowa County,Wschowa County
Mureils (Drôme),,"26240 Mureils, France",45.215687,4.929252,26240,Mureils,France,Auvergne-Rhône-Alpes,Drôme,Drôme
Monroig (Tarragona),,"43300 Mont-roig del Camp, Tarragona, Spain",41.0865513,0.9606138,43300,Mont-roig del Camp,Spain,Catalonia,Tarragona,T
Gensing pr Bingen (Rheinland),,"Bingen, Germany",49.9667396,7.904596,,Bingen,Germany,Rhineland-Palatinate,Darmstadt,DA
Elfgen (Rheinland),,"Elfgen, 41515 Grevenbroich, Germany",51.085092,6.55958,41515,Grevenbroich,Germany,Nordrhein-Westfalen,Düsseldorf,Düsseldorf
"Sault Ste. Marie, Michigan",,"Sault Ste. Marie, MI 49783, USA",46.4977115,-84.3475876,49783,Sault Ste. Marie,United States,Michigan,Chippewa County,Chippewa County
Ferán-Núñez (Córdoba),,"14520 Fernán Núñez, Córdoba, Spain",37.6692292,-4.725166,14520,Fernán Núñez,Spain,Andalusia,Córdoba,Córdoba
"Aurora, Ill.",,"Aurora, IL, USA",41.7605849,-88.3200715,,Aurora,United States,Illinois,Kane County,Kane County
Ussac (Corrèze),,"Ussac, France",45.1870698,1.5069652,,Ussac,France,Nouvelle-Aquitaine,Correze,Correze
Moura-morta (Tras-os-montes),,"Moura Morta, 3600, Portugal",40.9518929,-7.9123949,3600,,Portugal,Viseu District,,
Epfig (Bas-Rhin),,"Epfig, France",48.359674,7.464381,,Epfig,France,Grand Est,Bas-Rhin,Bas-Rhin
Oberfahlheim (Bayern),,"Oberfahlheim, 89278 Nersingen, Germany",48.4276686,10.1466591,89278,Nersingen,Germany,Bayern,Schwaben,Schwaben
Cassel (Hessen),,"Kassel, Germany",51.3127114,9.4797461,,Kassel,Germany,Hesse,Kassel,KS
Barronstown (Tipperary),,"Barronstown, Co. Tipperary, Ireland",52.4930265,-8.1963484,,,Ireland,County Tipperary,,
"Dayton, Ohio",,"Dayton, OH, USA",39.7589478,-84.1916069,,Dayton,United States,Ohio,Montgomery County,Montgomery County
Chatham (Kent),,"Chatham-Kent, ON, Canada",42.4048028,-82.1910378,,Chatham-Kent,Canada,Ontario,Chatham-Kent Division,Chatham-Kent Division
Olvega (Soria),,"Ólvega, Soria, Spain",41.7796324,-1.9844827,,Ólvega,Spain,Castile and León,Soria,Soria
Benferri (Alicante),,"03316 Benferri, Alicante, Spain",38.1424851,-0.961758,3316,Benferri,Spain,Valencian Community,Alicante,A
Fourneaux (Loire),,"Fourneaux, France",45.937469,4.2677189,,Fourneaux,France,Auvergne-Rhône-Alpes,Loire,Loire
Ruthen (Westphalen),,"59602 Rüthen, Germany",51.4925198,8.4369936,59602,Rüthen,Germany,North Rhine-Westphalia,Arnsberg,Arnsberg
Granadella (Lérida),,"25177 La Granadella, Lleida, Spain",41.3548062,0.6660391,25177,La Granadella,Spain,Catalonia,Lleida,Lleida
Castel di Casio (Bologna),,"40030 Castel di Casio, Metropolitan City of Bologna, Italy",44.1586822,11.0146187,40030,,Italy,Emilia-Romagna,Metropolitan City of Bologna,BO
Basenas (Lugo),,"Lugo, Spain",43.0097384,-7.5567582,,Lugo,Spain,Galicia,Lugo,Lugo
Orgnac (Corrèze),,"19410 Orgnac-sur-Vézère, France",45.335349,1.450902,19410,Orgnac-sur-Vézère,France,Nouvelle-Aquitaine,Correze,Correze
Gavignano (Roma),,"00030 Gavignano, Metropolitan City of Rome, Italy",41.7007297,13.0486902,30,Gavignano,Italy,Lazio,Metropolitan City of Rome,RM
Borken (Westfalen),,"46325 Borken, Germany",51.8482714,6.8594477,46325,Borken,Germany,North Rhine-Westphalia,Münster,MS
"Jalapa, Ver.",,"Xalapa, Ver., Mexico",19.5437751,-96.9101806,,Xalapa,Mexico,Veracruz,,
Trébago (Soria),,"42113 Trévago, Soria, Spain",41.8737908,-2.1026884,42113,Trévago,Spain,Castile and León,Soria,Soria
Modra (Bratislava-vidiek),,"Modra, Slovakia",48.3344706,17.3072873,,Modra,Slovakia,Bratislava Region,Pezinok District,Pezinok District
Windschläg (Baden),,"Windschläg, 77652 Offenburg, Germany",48.5152349,7.956832,77652,Offenburg,Germany,Baden-Württemberg,Freiburg,Freiburg
Ober-Mois (Schlesien),,"55-340 Ujazd Górny, Poland",51.0842412,16.5024725,55-340,Ujazd Górny,Poland,Lower Silesian Voivodeship,Środa Śląska County,Środa Śląska County
Tarbielles (Landes),,,,,,,,,,
"Highland, Ill.",,"Highland, IL 62249, USA",38.7394918,-89.6712008,62249,Highland,United States,Illinois,Madison County,Madison County
Chantenay (Loire-A),,"Gare de Chantenay, 44100 Nantes, France",47.1972221,-1.5942733,44100,Nantes,France,Pays de la Loire,Loire-Atlantique,Loire-Atlantique
Dundee (Angers),,"Angers, France",47.4711616,-0.5518257,,Angers,France,Pays de la Loire,Maine-et-Loire,Maine-et-Loire
Penha-Garcia (Beira-Baixa),,"6060 Penha Garcia, Portugal",40.040093,-7.0183836,6060,Penha Garcia,Portugal,Castelo Branco,,
Pontoise (Seine-et-O),,"Pontoise, France",49.050966,2.100645,,Pontoise,France,Île-de-France,Val-d'Oise,Val-d'Oise
Stompwijk (Z-Holland),,"2266 JE Stompwijk, Netherlands",52.0955919,4.4711253,2266 JE,Stompwijk,Netherlands,South Holland,Leidschendam-Voorburg,Leidschendam-Voorburg
Valgreghentino (Como),,"23857 Valgreghentino, Province of Lecco, Italy",45.7698797,9.4117479,23857,Valgreghentino,Italy,Lombardy,Province of Lecco,LC
Cheltenham (Gloucester),,"Cheltenham, UK",51.8993855,-2.0782533,,Cheltenham,United Kingdom,England,Gloucestershire,Gloucestershire
Sleidinge (Fl Or),,"Sleidinge, 9940 Evergem, Belgium",51.1319702,3.6789117,9940,Evergem,Belgium,Vlaanderen,Oost-Vlaanderen,OV
S.Lorenzo (Udine),,"33039 San Lorenzo, Province of Udine, Italy",45.9985889,12.9971001,33039,San Lorenzo,Italy,Friuli-Venezia Giulia,Province of Udine,UD
Reutlingendorf pr Riedlingen (Schwaben),,"Reutlingendorf, 89611 Obermarchtal, Germany",48.2064908,9.5617488,89611,Obermarchtal,Germany,Baden-Württemberg,Tübingen,TÜ
Schwendi (Württemberg),,"Schwendi, Germany",48.1748859,9.975595,,Schwendi,Germany,Baden-Württemberg,Tübingen,TÜ
St. Denis (Fl Oc),,"Saint-Denis, 7034 Mons, Belgium",50.4910335,4.0192594,7034,Mons,Belgium,Wallonia,Hainaut,HT
"Port Hudson, Mo.",,"Port Hudson, MO 63037, USA",38.4541369,-91.2537003,63037,Port Hudson,United States,Missouri,Franklin County,Franklin County
Belfort (Lot),,"Belfort, France",47.639674,6.863849,,Belfort,France,Bourgogne-Franche-Comté,Territoire de Belfort,Territoire de Belfort
Scheveningen (Z-Holland),,"Scheveningen, The Hague, Netherlands",52.1024015,4.3021834,,The Hague,Netherlands,South Holland,The Hague,The Hague
Cuenca (Axuay),,"Cuenca, Ecuador",-2.9001285,-79.0058965,,Cuenca,Ecuador,Azuay,Cuenca,Cuenca
Pasalai (India),,"Baslai, Madhya Pradesh 454660, India",22.9026894,75.0903154,454660,Baslai,India,Madhya Pradesh,Dhar,Dhar
Craon (Mayenne),,"53400 Craon, France",47.84867,-0.949622,53400,Craon,France,Pays de la Loire,Mayenne,Mayenne
Tuenno (Trento),,"38019 Tuenno, Trentino, Italy",46.3264401,11.0227199,38019,Tuenno,Italy,Trentino-South Tyrol,Trentino,TN
"Hastings, Ont.",,"Hastings, Trent Hills, ON, Canada",44.3095848,-77.9567596,,,Canada,Ontario,Northumberland County,Northumberland County
Issé (Loire),,"44520 Issé, France",47.62348,-1.450933,44520,Issé,France,Pays de la Loire,Loire-Atlantique,Loire-Atlantique
"Gross-Hoschitz (Raciborz, Opole)",,"Raciborz, Poland",50.0915234,18.2199166,47,Raciborz,Poland,Silesian Voivodeship,Racibórz County,Racibórz County
Schönwitz (Schlesien),,"Karczów, Poland",50.7024133,17.7867813,46,Karczów,Poland,Opole Voivodeship,Opolski,Opolski
Wildervank (Groningen),,"9648 Wildervank, Netherlands",53.073946,6.8586112,9648,Wildervank,Netherlands,Groningen,Veendam,Veendam
Vandegies-au-Bois (Nord),,"59218 Vendegies-au-Bois, France",50.179712,3.57693,59218,Vendegies-au-Bois,France,Hauts-de-France,Nord,Nord
Lošinj (Jugoslavija),,"Lošinj, Croatia",44.6806574,14.3702818,,,Croatia,Primorje-Gorski Kotar County,Općina Mali Lošinj,Općina Mali Lošinj
Izco (Navarra),,"31473 Izco, Navarra, Spain",42.6566033,-1.4293605,31473,Izco,Spain,Navarra,Navarra,NA
Galan (H-Pyrénées M.),,"65330 Galan, France",43.222203,0.407218,65330,Galan,France,Occitanie,Hautes-Pyrénées,Hautes-Pyrénées
S.Omobono (Bergamo),,"24038 Sant'Omobono Terme, Province of Bergamo, Italy",45.8068676,9.525594,24038,,Italy,Lombardy,Province of Bergamo,BG
Pusztakovácsi (Somogy),,"Pusztakovácsi, 8707 Hungary",46.5431407,17.5714577,8707,Pusztakovácsi,Hungary,,,
Liscard (Cheshire),,"Liscard, Wallasey, UK",53.4206759,-3.0475232,,,United Kingdom,England,Merseyside,Merseyside
Palhères (Lozère),,"Palhères, 48800 Pourcharesses, France",44.416658,3.908273,48800,Pourcharesses,France,Occitanie,Lozère,Lozère
Salinas de Oro (Navarra),,"31175 Salinas de Oro, Navarre, Spain",42.7754967,-1.8893206,31175,Salinas de Oro,Spain,Navarre,Navarre,NA
Verneuil (Allier),,"Verneuil, 03360 Braize, France",46.683095,2.633337,3360,Braize,France,Auvergne-Rhône-Alpes,Allier,Allier
St. Paul (La Réunion),,"Saint-Paul, Réunion",-21.0452623,55.3364703,,,Réunion,Saint-Paul,,
